cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
414	1	1225.87	2	613.434	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:414###	 	G1,	259.54	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=414	1	1	N/A	0	N/A	41
415	1	317.211	1	317.211	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:415###	 	G1,	170.29	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=415	1	0	Prostaglandin A3	1	NIST17;	-1
416	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:416###	 	G1,	271.08	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=416	1	0	Cyanuric acid	1	NIST17;	19
417	1	155.043	1	155.043	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:417###	 	G1,	18.91	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=417	1	1	N-.alpha.-(tert-Butoxycarbonyl)-L-histidine	1	NIST17;	-1
410	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:410###	 	G1,	7.59	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=410	1	0	Cyanuric acid	1	NIST17;	19
411	1	482.291	1	482.291	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:411###	 	G1,	234.48	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=411	1	1	Spectral Match to Tauroursodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	8
412	1	445.234	1	445.234	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:412###	 	G1,	174.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=412	1	0	N/A	0	N/A	150
413	1	607.34	1	607.34	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:413###	 	G1,	202.19	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=413	1	0	N/A	0	N/A	39
920	1	114.066	1	114.066	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:920###	 	G1,	20.27	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=920	1	1	Ethyldiethanolamine	1	NIST17;	-1
498	1	444.242	1	444.242	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:498###	 	G1,	233.46	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=498	1	1	N/A	0	N/A	-1
922	1	209.081	1	209.081	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:922###	 	G1,	212.41	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=922	1	1	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
923	1	495.296	2	248.148	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:923###	 	G1,	125.61	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=923	1	1	N/A	0	N/A	170
418	1	613.297	1	613.297	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:418###	 	G1,	327.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=418	1	1	N/A	0	N/A	11
419	1	302.244	2	151.622	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:419###	 	G1,	21.29	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=419	1	0	N/A	0	N/A	-1
776	1	411.289	1	411.289	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:776###	 	G1,	311.77	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=776	1	0	7.alpha.,12.alpha.-Dihydroxycholest-4-en-3-one	1	NIST17;	51
499	1	655.459	1	655.459	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:499###	 	G1,	327.88	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=499	1	0	N/A	0	N/A	171
319	1	247.153	1	247.153	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:319###	 	G1,	174.45	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=319	1	0	trans-Traumatic acid	1	NIST17;	12
318	1	358.27	1	358.27	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:318###	 	G1,	161.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=318	1	1	Spectral Match to Ile-Gly-Ile from NIST14	1	GNPS-NIST14-MATCHES;	35
313	1	396.219	1	396.219	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:313###	 	G1,	328.16	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=313	1	1	N/A	0	N/A	171
312	1	427.357	1	427.357	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:312###	 	G1,	347.38	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=312	1	0	Spectral Match to (+)-.alpha.-Tocopherol from NIST14	1	GNPS-NIST14-MATCHES;	6
311	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:311###	 	G1,	291.36	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=311	1	0	Cyanuric acid	1	NIST17;	19
310	1	401.288	2	201.144	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:310###	 	G1,	32.81	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=310	1	1	Ile-Arg	1	NIST17;	38
317	1	615.314	1	615.314	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:317###	 	G1,	273.58	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=317	1	0	N/A	0	N/A	11
316	1	512.268	1	512.268	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:316###	 	G1,	204.05	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=316	1	1	Taurocholic acid	1	NIST17;	-1
315	1	498.288	1	498.288	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:315###	 	G1,	226.16	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=315	1	1	Spectral Match to Taurocholic acid from NIST14	1	GNPS-NIST14-MATCHES;	24
314	1	196.017	2	98.5084	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:314###	 	G1,	44.39	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=314	1	1	N/A	0	N/A	33
861	1	830.649	1	830.649	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:861###	 	G1,	325.33	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=861	1	1	N/A	0	N/A	41
921	1	1347.69	2	674.346	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:921###	 	G1,	154.36	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=921	1	1	N/A	0	N/A	-1
496	1	330.264	1	330.264	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:496###	 	G1,	297.28	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=496	1	1	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14	1	GNPS-NIST14-MATCHES;	23
832	1	379.117	1	379.117	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:832###	 	G1,	258.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=832	1	1	N/A	0	N/A	17
833	1	493.251	2	247.125	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:833###	 	G1,	300.55	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=833	1	1	N/A	0	N/A	-1
830	1	981.577	2	491.289	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:830###	 	G1,	164.18	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=830	1	1	N/A	0	N/A	92
497	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:497###	 	G1,	256.36	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=497	1	0	N/A	0	N/A	19
836	1	478.263	1	478.263	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:836###	 	G1,	170.45	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=836	1	1	Taurocholic acid	1	NIST17;	47
837	1	804.389	2	402.695	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:837###	 	G1,	98.35	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=837	1	1	N/A	0	N/A	-1
834	1	457.331	1	457.331	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:834###	 	G1,	314.45	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=834	1	0	Bacoside X	1	NIST17;	-1
835	1	621.328	1	621.328	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:835###	 	G1,	198.92	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=835	1	0	N/A	0	N/A	31
838	1	387.107	1	387.107	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:838###	 	G1,	204.94	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=838	1	1	2,3-Dehydrosilybin B	1	NIST17;	148
839	1	464.338	1	464.338	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:839###	 	G1,	281.17	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=839	1	1	Spectral Match to Tauroursodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	8
808	1	509.218	1	509.218	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:808###	 	G1,	222.57	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=808	1	1	.beta.-Estradiol 3,17-disulfate	1	NIST17;	-1
3	1	357.278	1	357.278	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:3###	 	G1,	300.6	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=3	1	0	Spectral Match to Chenodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
725	1	613.367	2	307.184	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:725###	 	G1,	94.3	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=725	1	1	N/A	0	N/A	4
368	1	429.3	1	429.3	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:368###	 	G1,	229.67	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=368	1	0	19,20-Dihydroxy-4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid	1	NIST17;	-1
369	1	785.439	2	393.219	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:369###	 	G1,	136.67	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=369	1	1	N/A	0	N/A	-1
366	1	402.23	1	402.23	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:366###	 	G1,	282.68	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=366	1	1	Spectral Match to N-Arachidonoyltaurine from NIST14	1	GNPS-NIST14-MATCHES;	23
367	1	468.332	1	468.332	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:367###	 	G1,	260.65	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=367	1	1	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
364	1	464.283	1	464.283	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:364###	 	G1,	234.7	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=364	1	1	Tauroursodeoxycholic acid	1	NIST17;	8
365	1	442.317	1	442.317	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:365###	 	G1,	205.97	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=365	1	1	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
362	1	203.06	2	102.03	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:362###	 	G1,	265.27	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=362	1	0	N/A	0	N/A	53
363	1	385.346	1	385.346	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:363###	 	G1,	331.08	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=363	1	0	Spectral Match to 26-Hydroxycholesterol-(25R) from NIST14	1	GNPS-NIST14-MATCHES;	-1
360	1	463.377	1	463.377	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:360###	 	G1,	346.37	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=360	1	0	Spectral Match to (+)-.alpha.-Tocopherol from NIST14	1	GNPS-NIST14-MATCHES;	6
361	1	1428.77	2	714.887	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:361###	 	G1,	166.81	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=361	1	0	N/A	0	N/A	14
959	1	395.293	1	395.293	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:959###	 	G1,	230.1	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=959	1	0	N/A	0	N/A	203
952	1	333.263	1	333.263	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:952###	 	G1,	230.86	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=952	1	0	13S-Hydroxy-9Z,11E-octadecadienoic acid, methyl ester	1	NIST17;	23
882	1	359.266	2	180.133	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:882###	 	G1,	105.53	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=882	1	1	Spectral Match to Val-Ile-Lys from NIST14	1	GNPS-NIST14-MATCHES;	4
380	1	320.294	1	320.294	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:380###	 	G1,	232.13	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=380	1	1	Iso-olomoucine	1	NIST17;	46
381	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:381###	 	G1,	299.63	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=381	1	0	Cyanuric acid	1	NIST17;	19
382	1	846.442	1	846.442	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:382###	 	G1,	293.58	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=382	1	1	N/A	0	N/A	75
383	1	110.02	1	110.02	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:383###	 	G1,	356.2	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=383	1	0	N/A	0	N/A	19
384	1	289.097	1	289.097	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:384###	 	G1,	136.82	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=384	1	1	N/A	0	N/A	123
385	1	471.242	1	471.242	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:385###	 	G1,	221.92	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=385	1	0	3.alpha.-Hydroxy-7-oxo-5.beta.-cholanic acid	1	NIST17;	41
386	1	1787.75	2	894.376	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:386###	 	G1,	178.49	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=386	1	0	N/A	0	N/A	24
387	1	618.235	1	618.235	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:387###	 	G1,	192.76	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=387	1	0	Spectral Match to Taurocholic acid from NIST14	1	GNPS-NIST14-MATCHES;	68
388	1	301.251	1	301.251	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:388###	 	G1,	323.67	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=388	1	0	5.alpha.-Pregnane-3.beta.,17-diol-20-one	1	NIST17;	-1
389	1	372.346	1	372.346	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:389###	 	G1,	220.19	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=389	1	1	3.alpha.-Hydroxy-7-oxo-5.beta.-cholanic acid	1	NIST17;	179
784	1	521.319	2	261.16	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:784###	 	G1,	105.7	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=784	1	1	Spectral Match to Phe-Pro from NIST14	1	GNPS-NIST14-MATCHES;	180
785	1	614.383	2	307.692	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:785###	 	G1,	111.99	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=785	1	0	N/A	0	N/A	4
786	1	832.59	1	832.59	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:786###	 	G1,	259.7	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=786	1	1	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
787	1	556.362	1	556.362	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:787###	 	G1,	284.4	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=787	1	1	Isoleucocholic acid	1	GNPS-LIBRARY;	182
780	1	418.235	1	418.235	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:780###	 	G1,	170.06	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=780	1	1	N/A	0	N/A	-1
781	1	1546.88	2	773.94	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:781###	 	G1,	214.11	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=781	1	0	N/A	0	N/A	24
782	1	360.311	1	360.311	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:782###	 	G1,	284.55	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=782	1	1	9,10-Dihydroxy-12Z-octadecenoic acid	1	NIST17;	23
783	1	627.383	2	314.191	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:783###	 	G1,	132.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=783	1	1	N/A	0	N/A	35
788	1	854.405	2	427.703	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:788###	 	G1,	115.57	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=788	1	1	N/A	0	N/A	56
789	1	516.307	1	516.307	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:789###	 	G1,	300.8	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=789	1	1	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14	1	GNPS-NIST14-MATCHES;	3
860	1	871.503	2	436.252	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:860###	 	G1,	259.95	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=860	1	1	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
605	1	442.272	2	221.636	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:605###	 	G1,	143.31	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=605	1	0	Bisphenol B	1	NIST17;	-1
579	1	211.206	1	211.206	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:579###	 	G1,	324.25	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=579	1	0	Spectral Match to (Z,E)-Tetradeca-9,12-dienol from NIST14	1	GNPS-NIST14-MATCHES;	117
578	1	392.253	1	392.253	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:578###	 	G1,	173.68	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=578	1	1	Ile Leu Met	1	METLIN;	35
604	1	265.113	2	133.057	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:604###	 	G1,	41.75	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=604	1	0	N/A	0	N/A	-1
573	1	395.197	1	395.197	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:573###	 	G1,	270.66	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=573	1	1	N/A	0	N/A	-1
572	1	545.25	2	273.125	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:572###	 	G1,	125.79	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=572	1	0	N/A	0	N/A	-1
571	1	297.184	1	297.184	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:571###	 	G1,	216.07	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=571	1	0	Triptophenolide	1	NIST17;	121
