#SampleID	BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	host_body_site_s	miscellaneous_parameter_s	disease	day	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	collection_date_s	environment_biome_s	environment_feature_s	environment_material_s	environmental_package_s	geographic_location_country_and_or_sea_s	geographic_location_latitude_s	geographic_location_longitude_s	host_common_name_s	host_diet_s	host_sex_s	host_taxid_s	investigation_type_s	library_construction_method_s	nucleic_acid_extraction_s	project_name_s	sample_storage_temperature_s	sequencing_method_s
ERR537721	SAMEA2603673	ERX502924	12	8	ERR537721	ERS481633	Lund Chronic Parasite 2014_84	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537722	SAMEA2603674	ERX502925	12	8	ERR537722	ERS481634	Lund Chronic Parasite 2014_85	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537723	SAMEA2603675	ERX502926	14	9	ERR537723	ERS481635	Lund Chronic Parasite 2014_86	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537724	SAMEA2603676	ERX502927	21	13	ERR537724	ERS481636	Lund Chronic Parasite 2014_87	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537725	SAMEA2603677	ERX502928	17	12	ERR537725	ERS481637	Lund Chronic Parasite 2014_88	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537726	SAMEA2603678	ERX502929	12	8	ERR537726	ERS481638	Lund Chronic Parasite 2014_89	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537727	SAMEA2603679	ERX502930	13	8	ERR537727	ERS481639	Lund Chronic Parasite 2014_90	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537728	SAMEA2603680	ERX502931	14	9	ERR537728	ERS481640	Lund Chronic Parasite 2014_91	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537729	SAMEA2603681	ERX502932	17	11	ERR537729	ERS481641	Lund Chronic Parasite 2014_92	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537730	SAMEA2603682	ERX502933	11	7	ERR537730	ERS481642	Lund Chronic Parasite 2014_93	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537683	SAMEA2603635	ERX502886	17	12	ERR537683	ERS481595	Lund Chronic Parasite 2014_46	Colon content	Uninfected day 13	Uninfected	13	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537686	SAMEA2603638	ERX502889	18	12	ERR537686	ERS481598	Lund Chronic Parasite 2014_49	Colon content	Uninfected day 13	Uninfected	13	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537688	SAMEA2603640	ERX502891	11	7	ERR537688	ERS481600	Lund Chronic Parasite 2014_51	Colon content	Infected day 13	Infected	13	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537689	SAMEA2603641	ERX502892	8	5	ERR537689	ERS481601	Lund Chronic Parasite 2014_52	Colon content	Infected day 13	Infected	13	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537693	SAMEA2603645	ERX502896	11	7	ERR537693	ERS481605	Lund Chronic Parasite 2014_56	Colon content	Infected day 13	Infected	13	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537694	SAMEA2603646	ERX502897	11	7	ERR537694	ERS481606	Lund Chronic Parasite 2014_57	Colon content	Infected day 13	Infected	13	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537704	SAMEA2603656	ERX502907	11	7	ERR537704	ERS481616	Lund Chronic Parasite 2014_67	Colon content	Uninfected day 20	Uninfected	20	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537705	SAMEA2603657	ERX502908	8	5	ERR537705	ERS481617	Lund Chronic Parasite 2014_68	Colon content	Uninfected day 20	Uninfected	20	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537706	SAMEA2603658	ERX502909	19	12	ERR537706	ERS481618	Lund Chronic Parasite 2014_69	Colon content	Uninfected day 20	Uninfected	20	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537708	SAMEA2603660	ERX502911	16	11	ERR537708	ERS481620	Lund Chronic Parasite 2014_71	Colon content	Infected day 20	Infected	20	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537710	SAMEA2603662	ERX502913	11	8	ERR537710	ERS481622	Lund Chronic Parasite 2014_73	Colon content	Infected day 20	Infected	20	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537712	SAMEA2603664	ERX502915	23	15	ERR537712	ERS481624	Lund Chronic Parasite 2014_75	Colon content	Infected day 20	Infected	20	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537718	SAMEA2603670	ERX502921	14	9	ERR537718	ERS481630	Lund Chronic Parasite 2014_81	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537719	SAMEA2603671	ERX502922	12	8	ERR537719	ERS481631	Lund Chronic Parasite 2014_82	Colon content	Uninfected day 27	Uninfected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537731	SAMEA2603683	ERX502934	16	10	ERR537731	ERS481643	Lund Chronic Parasite 2014_94	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537732	SAMEA2603684	ERX502935	19	13	ERR537732	ERS481644	Lund Chronic Parasite 2014_95	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537733	SAMEA2603685	ERX502936	13	9	ERR537733	ERS481645	Lund Chronic Parasite 2014_96	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537734	SAMEA2603686	ERX502937	17	11	ERR537734	ERS481646	Lund Chronic Parasite 2014_97	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537735	SAMEA2603687	ERX502938	23	15	ERR537735	ERS481647	Lund Chronic Parasite 2014_98	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537736	SAMEA2603688	ERX502939	15	9	ERR537736	ERS481648	Lund Chronic Parasite 2014_99	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537737	SAMEA2603689	ERX502940	16	10	ERR537737	ERS481649	Lund Chronic Parasite 2014_100	Colon content	Infected day 27	Infected	27	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537738	SAMEA2603690	ERX502941	15	10	ERR537738	ERS481650	Lund Chronic Parasite 2014_101	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537739	SAMEA2603691	ERX502942	14	10	ERR537739	ERS481651	Lund Chronic Parasite 2014_102	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537740	SAMEA2603692	ERX502943	11	7	ERR537740	ERS481652	Lund Chronic Parasite 2014_103	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
ERR537741	SAMEA2603693	ERX502944	11	7	ERR537741	ERS481653	Lund Chronic Parasite 2014_104	Cecum content	Uninfected day 35	Uninfected	35	AMPLICON	500	PRJEB6560	COPENHAGEN UNIVERSITY	public	292	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	5/7/15	Mus musculus	ILLUMINA	5/7/15	ERP006108	2013-06	Terrestrial biome ENVO:00000446	mammalia-associated habitat ENVO:00009002	organic material ENVO:01000155	host-associated	Sweden	43.63871944	-116.2413513	C57BL/6	Chow	male	10090	metagenome	"Caporaso et al. 2012-The ISME Journal (2012) 6, 1621-1624"	Macheray-Nagel NucleoSpin Soil DNA Extraction Kit (doi:101371/journal.pone.0067699)	Lund Chronic Parasite 2014	-80	Illumina Miseq
